Match Date,Player 1,Player 2,Player 1 Ranking,Player 2 Ranking,Player 1 Form,Player 2 Form,Head-to-Head Record,Surface,Weather,Match Outcome
2022-07-03,Daniil Medvedev,Hubert Hurkacz,12,20,0.63,0.61,5-0,Grass,Cloudy,Daniil Medvedev
2022-07-10,Stefanos Tsitsipas,Carlos Alcaraz,16,16,0.6,0.49,3-1,Grass,Cloudy,Stefanos Tsitsipas
2022-06-24,Casper Ruud,Novak Djokovic,8,2,0.79,0.71,1-4,Grass,Cloudy,Novak Djokovic
2022-06-28,Frances Tiafoe,Andrey Rublev,2,19,0.73,0.47,1-0,Grass,Cloudy,Frances Tiafoe
2022-07-18,Daniil Medvedev,Andrey Rublev,13,20,0.58,0.46,4-5,Grass,Sunny,Andrey Rublev
2022-07-17,Hubert Hurkacz,Frances Tiafoe,10,3,0.63,0.89,1-3,Grass,Windy,Frances Tiafoe
2022-07-09,Holger Rune,Daniil Medvedev,8,14,0.53,0.45,4-1,Grass,Cloudy,Holger Rune
2022-07-19,Frances Tiafoe,Andrey Rublev,9,6,0.81,0.67,5-5,Grass,Rainy,Frances Tiafoe
2022-06-24,Holger Rune,Taylor Fritz,19,3,0.49,0.82,1-3,Grass,Windy,Taylor Fritz
2022-07-16,Carlos Alcaraz,Novak Djokovic,7,17,0.62,0.76,4-5,Grass,Windy,Novak Djokovic
2022-07-18,Daniil Medvedev,Taylor Fritz,4,6,0.78,0.64,3-4,Grass,Sunny,Daniil Medvedev
2022-07-18,Andrey Rublev,Hubert Hurkacz,4,3,0.93,0.66,3-5,Grass,Cloudy,Hubert Hurkacz
2022-07-17,Taylor Fritz,Andrey Rublev,1,14,0.81,0.64,4-3,Grass,Rainy,Taylor Fritz
2022-07-08,Novak Djokovic,Andrey Rublev,14,8,0.74,0.83,3-3,Grass,Rainy,Andrey Rublev
2022-07-14,Hubert Hurkacz,Taylor Fritz,4,14,0.71,0.53,1-2,Grass,Windy,Hubert Hurkacz
2022-06-26,Jannik Sinner,Carlos Alcaraz,10,20,0.7,0.48,4-3,Grass,Rainy,Jannik Sinner
2022-07-02,Novak Djokovic,Hubert Hurkacz,19,17,0.76,0.59,0-4,Grass,Sunny,Hubert Hurkacz
2022-07-03,Frances Tiafoe,Jannik Sinner,11,14,0.6,0.63,2-0,Grass,Cloudy,Frances Tiafoe
2022-07-09,Frances Tiafoe,Taylor Fritz,9,9,0.53,0.56,4-3,Grass,Rainy,Frances Tiafoe
2022-06-25,Alexander Zverev,Frances Tiafoe,13,7,0.74,0.61,3-4,Grass,Windy,Frances Tiafoe
2022-07-14,Stefanos Tsitsipas,Andrey Rublev,18,16,0.47,0.64,2-2,Grass,Rainy,Andrey Rublev
2022-07-15,Hubert Hurkacz,Casper Ruud,5,4,0.82,0.78,5-1,Grass,Windy,Hubert Hurkacz
2022-07-15,Hubert Hurkacz,Daniil Medvedev,4,7,0.81,0.6,4-3,Grass,Rainy,Hubert Hurkacz
2022-07-15,Andrey Rublev,Taylor Fritz,2,6,0.59,0.84,3-5,Grass,Sunny,Taylor Fritz
2022-06-28,Carlos Alcaraz,Daniil Medvedev,16,20,0.56,0.52,3-0,Grass,Sunny,Carlos Alcaraz
2022-07-19,Jannik Sinner,Stefanos Tsitsipas,3,20,0.85,0.61,0-5,Grass,Windy,Stefanos Tsitsipas
2022-07-20,Casper Ruud,Taylor Fritz,17,10,0.63,0.87,5-4,Grass,Sunny,Taylor Fritz
2022-06-26,Daniil Medvedev,Frances Tiafoe,16,15,0.53,0.69,0-1,Grass,Rainy,Frances Tiafoe
2022-07-11,Novak Djokovic,Taylor Fritz,17,17,0.59,0.61,5-1,Grass,Cloudy,Novak Djokovic
2022-07-14,Novak Djokovic,Stefanos Tsitsipas,8,1,0.82,0.79,1-0,Grass,Rainy,Stefanos Tsitsipas
2022-07-13,Casper Ruud,Stefanos Tsitsipas,13,13,0.67,0.73,4-1,Grass,Sunny,Casper Ruud
2022-07-01,Hubert Hurkacz,Carlos Alcaraz,3,18,0.68,0.49,2-5,Grass,Rainy,Carlos Alcaraz
2022-06-28,Alexander Zverev,Jannik Sinner,20,7,0.45,0.48,3-3,Grass,Sunny,Jannik Sinner
2022-06-30,Daniil Medvedev,Casper Ruud,17,4,0.79,0.6,4-0,Grass,Rainy,Daniil Medvedev
2022-07-20,Carlos Alcaraz,Andrey Rublev,9,18,0.64,0.54,4-2,Grass,Windy,Carlos Alcaraz
2022-07-18,Casper Ruud,Taylor Fritz,16,8,0.62,0.75,2-3,Grass,Windy,Taylor Fritz
2022-07-10,Taylor Fritz,Novak Djokovic,16,4,0.68,0.65,2-0,Grass,Windy,Taylor Fritz
2022-07-12,Jannik Sinner,Frances Tiafoe,8,11,0.65,0.67,3-2,Grass,Sunny,Jannik Sinner
2022-06-22,Alexander Zverev,Jannik Sinner,10,3,0.63,0.88,3-5,Grass,Rainy,Jannik Sinner
2022-06-25,Andrey Rublev,Daniil Medvedev,16,11,0.64,0.71,2-1,Grass,Rainy,Andrey Rublev
2022-07-13,Hubert Hurkacz,Frances Tiafoe,7,16,0.75,0.71,5-1,Grass,Cloudy,Hubert Hurkacz
2022-06-24,Jannik Sinner,Alexander Zverev,7,8,0.7,0.54,1-1,Grass,Rainy,Jannik Sinner
2022-07-17,Carlos Alcaraz,Hubert Hurkacz,3,16,0.76,0.52,4-0,Grass,Sunny,Carlos Alcaraz
2022-07-05,Holger Rune,Stefanos Tsitsipas,20,11,0.5,0.7,3-4,Grass,Rainy,Stefanos Tsitsipas
2022-06-21,Daniil Medvedev,Andrey Rublev,9,13,0.78,0.62,1-4,Grass,Cloudy,Andrey Rublev
2022-07-02,Andrey Rublev,Casper Ruud,16,18,0.62,0.74,0-4,Grass,Rainy,Casper Ruud
2022-06-30,Frances Tiafoe,Daniil Medvedev,15,4,0.62,0.97,5-4,Grass,Windy,Daniil Medvedev
2022-06-30,Hubert Hurkacz,Novak Djokovic,1,7,0.8,0.5,3-4,Grass,Sunny,Hubert Hurkacz
2022-06-28,Stefanos Tsitsipas,Taylor Fritz,9,6,0.74,0.73,4-2,Grass,Cloudy,Stefanos Tsitsipas
2022-06-26,Holger Rune,Taylor Fritz,11,12,0.77,0.7,1-3,Grass,Windy,Taylor Fritz
2022-07-08,Casper Ruud,Stefanos Tsitsipas,12,13,0.62,0.5,2-3,Grass,Cloudy,Stefanos Tsitsipas
2022-07-07,Daniil Medvedev,Taylor Fritz,8,4,0.65,0.62,5-2,Grass,Cloudy,Daniil Medvedev
2022-07-15,Casper Ruud,Hubert Hurkacz,7,5,0.62,0.76,5-1,Grass,Windy,Casper Ruud
2022-07-15,Novak Djokovic,Daniil Medvedev,14,16,0.78,0.63,1-5,Grass,Rainy,Daniil Medvedev
2022-06-23,Holger Rune,Alexander Zverev,9,18,0.54,0.61,4-0,Grass,Windy,Holger Rune
2022-07-04,Hubert Hurkacz,Daniil Medvedev,2,7,0.85,0.62,2-3,Grass,Sunny,Hubert Hurkacz
2022-07-01,Hubert Hurkacz,Stefanos Tsitsipas,9,12,0.65,0.63,2-4,Grass,Rainy,Stefanos Tsitsipas
2022-07-08,Novak Djokovic,Casper Ruud,4,12,0.63,0.69,5-4,Grass,Cloudy,Novak Djokovic
2022-07-11,Taylor Fritz,Frances Tiafoe,18,6,0.56,0.73,2-2,Grass,Rainy,Frances Tiafoe
2022-07-04,Andrey Rublev,Holger Rune,15,3,0.51,0.68,3-4,Grass,Rainy,Holger Rune
2022-07-17,Frances Tiafoe,Daniil Medvedev,6,11,0.76,0.6,3-5,Grass,Windy,Daniil Medvedev
2022-07-10,Carlos Alcaraz,Hubert Hurkacz,6,11,0.86,0.6,1-2,Grass,Rainy,Carlos Alcaraz
2022-07-13,Alexander Zverev,Hubert Hurkacz,20,13,0.57,0.71,2-3,Grass,Rainy,Hubert Hurkacz
2022-06-24,Taylor Fritz,Andrey Rublev,15,14,0.46,0.43,1-1,Grass,Sunny,Taylor Fritz
2022-06-23,Hubert Hurkacz,Jannik Sinner,9,3,0.51,0.85,1-1,Grass,Windy,Jannik Sinner
2022-07-06,Carlos Alcaraz,Hubert Hurkacz,16,18,0.53,0.83,0-0,Grass,Windy,Hubert Hurkacz
2022-06-29,Carlos Alcaraz,Hubert Hurkacz,9,20,0.6,0.57,1-0,Grass,Windy,Carlos Alcaraz
2022-07-06,Jannik Sinner,Hubert Hurkacz,10,15,0.8,0.8,5-1,Grass,Cloudy,Jannik Sinner
2022-07-17,Daniil Medvedev,Novak Djokovic,2,12,0.94,0.75,2-3,Grass,Windy,Daniil Medvedev
2022-07-08,Andrey Rublev,Alexander Zverev,18,15,0.67,0.66,1-5,Grass,Cloudy,Alexander Zverev
2022-07-19,Taylor Fritz,Holger Rune,19,14,0.64,0.55,4-5,Grass,Rainy,Holger Rune
2022-07-01,Stefanos Tsitsipas,Holger Rune,18,8,0.49,0.67,0-3,Grass,Rainy,Holger Rune
2022-07-01,Casper Ruud,Alexander Zverev,5,10,0.68,0.6,0-0,Grass,Cloudy,Casper Ruud
2022-06-29,Alexander Zverev,Holger Rune,18,1,0.64,0.84,5-3,Grass,Windy,Holger Rune
2022-06-26,Novak Djokovic,Casper Ruud,10,20,0.66,0.7,1-0,Grass,Rainy,Novak Djokovic
2022-07-16,Casper Ruud,Andrey Rublev,14,13,0.5,0.6,1-1,Grass,Windy,Andrey Rublev
2022-07-06,Casper Ruud,Jannik Sinner,9,3,0.59,0.53,3-5,Grass,Cloudy,Jannik Sinner
2022-07-03,Taylor Fritz,Frances Tiafoe,9,10,0.65,0.64,5-5,Grass,Rainy,Taylor Fritz
2022-07-09,Jannik Sinner,Carlos Alcaraz,6,5,0.84,0.76,2-0,Grass,Windy,Jannik Sinner
2022-06-24,Holger Rune,Alexander Zverev,20,16,0.45,0.78,1-2,Grass,Sunny,Alexander Zverev
2022-06-24,Novak Djokovic,Andrey Rublev,1,6,0.86,0.75,0-2,Grass,Rainy,Novak Djokovic
2022-07-05,Hubert Hurkacz,Holger Rune,1,8,0.72,0.57,0-1,Grass,Sunny,Hubert Hurkacz
2022-07-12,Jannik Sinner,Stefanos Tsitsipas,14,10,0.57,0.76,3-2,Grass,Windy,Stefanos Tsitsipas
2022-06-22,Novak Djokovic,Stefanos Tsitsipas,3,5,0.91,0.85,0-2,Grass,Windy,Stefanos Tsitsipas
2022-06-23,Andrey Rublev,Holger Rune,6,7,0.64,0.57,2-3,Grass,Sunny,Holger Rune
2022-06-26,Hubert Hurkacz,Jannik Sinner,13,15,0.63,0.42,1-5,Grass,Sunny,Jannik Sinner
2022-07-19,Holger Rune,Carlos Alcaraz,17,7,0.61,0.67,3-3,Grass,Rainy,Carlos Alcaraz
2022-07-05,Stefanos Tsitsipas,Daniil Medvedev,2,18,0.68,0.41,4-0,Grass,Rainy,Stefanos Tsitsipas
2022-06-23,Frances Tiafoe,Alexander Zverev,7,12,0.73,0.58,0-5,Grass,Cloudy,Alexander Zverev
2022-07-08,Jannik Sinner,Frances Tiafoe,14,11,0.49,0.35,0-1,Grass,Rainy,Frances Tiafoe
2022-07-12,Carlos Alcaraz,Casper Ruud,8,1,0.67,0.92,0-4,Grass,Windy,Casper Ruud
2022-06-22,Taylor Fritz,Daniil Medvedev,12,3,0.8,0.67,1-1,Grass,Windy,Daniil Medvedev
2022-07-12,Frances Tiafoe,Taylor Fritz,11,2,0.58,0.78,0-2,Grass,Cloudy,Taylor Fritz
2022-07-15,Andrey Rublev,Carlos Alcaraz,5,16,0.6,0.62,1-2,Grass,Rainy,Carlos Alcaraz
2022-06-28,Holger Rune,Jannik Sinner,1,13,0.82,0.74,2-5,Grass,Cloudy,Holger Rune
2022-06-26,Novak Djokovic,Holger Rune,15,18,0.59,0.55,2-4,Grass,Windy,Holger Rune
2022-06-28,Taylor Fritz,Daniil Medvedev,18,12,0.48,0.55,2-5,Grass,Windy,Daniil Medvedev
2022-06-29,Taylor Fritz,Andrey Rublev,6,3,0.67,0.76,4-1,Grass,Windy,Taylor Fritz
2022-07-13,Alexander Zverev,Andrey Rublev,12,15,0.72,0.52,0-5,Grass,Windy,Andrey Rublev
2022-07-13,Daniil Medvedev,Novak Djokovic,20,12,0.7,0.6,4-1,Grass,Rainy,Daniil Medvedev
2022-07-14,Carlos Alcaraz,Frances Tiafoe,18,13,0.57,0.55,1-4,Grass,Windy,Frances Tiafoe
2022-06-23,Andrey Rublev,Daniil Medvedev,20,10,0.31,0.74,2-3,Grass,Rainy,Daniil Medvedev
2022-06-26,Carlos Alcaraz,Andrey Rublev,3,2,0.79,0.7,1-1,Grass,Sunny,Andrey Rublev
2022-07-11,Carlos Alcaraz,Holger Rune,7,4,0.69,0.76,0-4,Grass,Windy,Holger Rune
2022-06-27,Holger Rune,Andrey Rublev,20,19,0.39,0.51,2-0,Grass,Rainy,Holger Rune
2022-07-04,Taylor Fritz,Carlos Alcaraz,1,7,0.82,0.55,5-3,Grass,Sunny,Taylor Fritz
2022-07-15,Frances Tiafoe,Novak Djokovic,12,18,0.66,0.43,5-3,Grass,Rainy,Frances Tiafoe
2022-07-16,Hubert Hurkacz,Novak Djokovic,20,9,0.6,0.66,4-0,Grass,Sunny,Hubert Hurkacz
2022-07-07,Alexander Zverev,Carlos Alcaraz,7,17,0.52,0.7,0-0,Grass,Cloudy,Carlos Alcaraz
2022-07-07,Casper Ruud,Jannik Sinner,7,17,0.61,0.5,5-1,Grass,Cloudy,Casper Ruud
2022-07-11,Hubert Hurkacz,Andrey Rublev,14,4,0.63,0.82,5-4,Grass,Rainy,Andrey Rublev
2022-07-06,Holger Rune,Frances Tiafoe,14,4,0.51,0.72,1-1,Grass,Windy,Frances Tiafoe
2022-07-18,Stefanos Tsitsipas,Frances Tiafoe,6,18,0.73,0.64,4-3,Grass,Rainy,Stefanos Tsitsipas
2022-07-16,Stefanos Tsitsipas,Andrey Rublev,11,12,0.66,0.59,3-5,Grass,Windy,Andrey Rublev
2022-07-02,Hubert Hurkacz,Stefanos Tsitsipas,20,8,0.47,0.68,4-4,Grass,Cloudy,Stefanos Tsitsipas
2022-07-13,Andrey Rublev,Alexander Zverev,12,15,0.52,0.31,3-3,Grass,Sunny,Andrey Rublev
2022-06-20,Novak Djokovic,Alexander Zverev,20,1,0.59,0.83,4-1,Grass,Rainy,Alexander Zverev
2022-07-19,Alexander Zverev,Jannik Sinner,7,11,0.44,0.54,0-5,Grass,Rainy,Jannik Sinner
2022-06-21,Andrey Rublev,Hubert Hurkacz,18,19,0.63,0.77,4-1,Grass,Sunny,Andrey Rublev
2022-06-27,Holger Rune,Stefanos Tsitsipas,5,5,0.7,0.63,2-2,Grass,Cloudy,Holger Rune
2022-07-13,Alexander Zverev,Hubert Hurkacz,3,19,0.7,0.7,3-4,Grass,Cloudy,Alexander Zverev
2022-07-09,Carlos Alcaraz,Stefanos Tsitsipas,16,6,0.53,0.61,3-5,Grass,Sunny,Stefanos Tsitsipas
2022-07-19,Frances Tiafoe,Alexander Zverev,2,19,0.68,0.46,3-0,Grass,Sunny,Frances Tiafoe
2022-07-10,Stefanos Tsitsipas,Hubert Hurkacz,14,14,0.62,0.77,0-1,Grass,Sunny,Hubert Hurkacz
2022-07-07,Frances Tiafoe,Casper Ruud,2,10,0.76,0.62,4-0,Grass,Rainy,Frances Tiafoe
2022-06-21,Taylor Fritz,Daniil Medvedev,11,17,0.61,0.42,5-1,Grass,Cloudy,Taylor Fritz
2022-06-27,Frances Tiafoe,Casper Ruud,15,20,0.69,0.54,4-4,Grass,Sunny,Frances Tiafoe
2022-07-05,Casper Ruud,Alexander Zverev,13,5,0.6,1.0,1-2,Grass,Sunny,Alexander Zverev
2022-07-06,Taylor Fritz,Novak Djokovic,18,13,0.6,0.54,2-0,Grass,Windy,Taylor Fritz
2022-07-02,Casper Ruud,Daniil Medvedev,5,16,0.66,0.7,4-1,Grass,Windy,Casper Ruud
2022-06-27,Frances Tiafoe,Taylor Fritz,7,18,0.69,0.43,4-5,Grass,Cloudy,Frances Tiafoe
2022-06-23,Carlos Alcaraz,Alexander Zverev,14,11,0.7,0.57,5-4,Grass,Sunny,Carlos Alcaraz
2022-07-01,Frances Tiafoe,Casper Ruud,14,12,0.8,0.74,2-1,Grass,Rainy,Frances Tiafoe
2022-07-09,Taylor Fritz,Frances Tiafoe,1,10,0.7,0.78,1-2,Grass,Windy,Taylor Fritz
2022-06-24,Daniil Medvedev,Holger Rune,2,8,0.74,0.76,1-5,Grass,Rainy,Holger Rune
2022-07-17,Hubert Hurkacz,Carlos Alcaraz,4,2,0.76,0.65,1-4,Grass,Cloudy,Carlos Alcaraz
2022-06-20,Alexander Zverev,Novak Djokovic,11,4,0.58,0.81,2-3,Grass,Windy,Novak Djokovic
2022-07-07,Stefanos Tsitsipas,Jannik Sinner,18,7,0.54,0.64,1-4,Grass,Rainy,Jannik Sinner
2022-06-28,Holger Rune,Taylor Fritz,5,1,0.6,0.78,3-4,Grass,Sunny,Taylor Fritz
2022-06-21,Daniil Medvedev,Novak Djokovic,10,7,0.86,0.57,5-4,Grass,Rainy,Daniil Medvedev
2022-07-11,Holger Rune,Frances Tiafoe,1,3,0.74,0.86,3-5,Grass,Rainy,Frances Tiafoe
2022-06-27,Frances Tiafoe,Stefanos Tsitsipas,4,1,0.7,0.79,2-5,Grass,Windy,Stefanos Tsitsipas
2022-06-25,Casper Ruud,Andrey Rublev,4,11,0.6,0.68,3-4,Grass,Sunny,Andrey Rublev
2022-06-27,Jannik Sinner,Andrey Rublev,15,18,0.58,0.67,5-0,Grass,Sunny,Jannik Sinner
2022-06-20,Andrey Rublev,Alexander Zverev,11,16,0.76,0.85,3-5,Grass,Cloudy,Alexander Zverev
2022-07-06,Stefanos Tsitsipas,Frances Tiafoe,12,12,0.69,0.66,5-2,Grass,Cloudy,Stefanos Tsitsipas
2022-06-27,Alexander Zverev,Novak Djokovic,9,13,0.68,0.58,0-4,Grass,Rainy,Novak Djokovic
2022-07-06,Daniil Medvedev,Stefanos Tsitsipas,13,5,0.65,0.67,0-5,Grass,Windy,Stefanos Tsitsipas
2022-07-03,Frances Tiafoe,Taylor Fritz,8,14,0.69,0.74,1-4,Grass,Cloudy,Taylor Fritz
2022-07-10,Alexander Zverev,Taylor Fritz,11,15,0.54,0.71,4-1,Grass,Cloudy,Alexander Zverev
2022-07-03,Daniil Medvedev,Taylor Fritz,18,7,0.7,0.67,1-2,Grass,Cloudy,Taylor Fritz
2022-06-25,Daniil Medvedev,Frances Tiafoe,19,6,0.35,0.63,2-0,Grass,Sunny,Frances Tiafoe
2022-07-04,Stefanos Tsitsipas,Daniil Medvedev,1,11,0.87,0.64,3-3,Grass,Rainy,Stefanos Tsitsipas
2022-06-25,Hubert Hurkacz,Frances Tiafoe,9,5,0.56,0.65,1-0,Grass,Cloudy,Hubert Hurkacz
2022-07-09,Novak Djokovic,Taylor Fritz,20,9,0.63,0.71,4-4,Grass,Cloudy,Taylor Fritz
2022-06-24,Jannik Sinner,Hubert Hurkacz,1,12,0.72,0.59,0-5,Grass,Windy,Hubert Hurkacz
2022-07-05,Andrey Rublev,Taylor Fritz,16,12,0.55,0.54,1-3,Grass,Windy,Taylor Fritz
2022-07-19,Daniil Medvedev,Hubert Hurkacz,7,8,0.84,0.64,0-3,Grass,Sunny,Hubert Hurkacz
2022-07-19,Alexander Zverev,Casper Ruud,8,7,0.79,0.83,1-0,Grass,Cloudy,Alexander Zverev
2022-07-02,Holger Rune,Taylor Fritz,16,11,0.69,0.6,3-1,Grass,Windy,Holger Rune
2022-07-06,Novak Djokovic,Taylor Fritz,13,11,0.66,0.64,3-4,Grass,Sunny,Taylor Fritz
2022-07-13,Carlos Alcaraz,Holger Rune,15,2,0.51,0.76,1-4,Grass,Windy,Holger Rune
2022-06-29,Novak Djokovic,Andrey Rublev,13,17,0.5,0.7,5-0,Grass,Cloudy,Novak Djokovic
2022-06-29,Holger Rune,Casper Ruud,10,10,0.6,0.67,3-1,Grass,Windy,Holger Rune
2022-06-22,Taylor Fritz,Novak Djokovic,17,5,0.61,0.67,3-5,Grass,Windy,Novak Djokovic
2022-07-02,Hubert Hurkacz,Andrey Rublev,4,6,0.77,0.64,4-5,Grass,Cloudy,Hubert Hurkacz
2022-07-18,Casper Ruud,Stefanos Tsitsipas,15,1,0.69,0.61,1-3,Grass,Cloudy,Stefanos Tsitsipas
2022-07-12,Holger Rune,Carlos Alcaraz,9,11,0.67,0.83,5-5,Grass,Cloudy,Carlos Alcaraz
2022-06-22,Hubert Hurkacz,Carlos Alcaraz,3,4,0.62,0.64,5-3,Grass,Rainy,Hubert Hurkacz
2022-06-21,Andrey Rublev,Casper Ruud,17,20,0.63,0.57,1-3,Grass,Windy,Casper Ruud
2022-07-14,Daniil Medvedev,Stefanos Tsitsipas,19,5,0.6,0.75,1-1,Grass,Cloudy,Stefanos Tsitsipas
2022-06-29,Hubert Hurkacz,Novak Djokovic,14,10,0.67,0.76,2-5,Grass,Windy,Novak Djokovic
2022-06-20,Frances Tiafoe,Daniil Medvedev,4,5,0.75,0.68,1-0,Grass,Rainy,Frances Tiafoe
2022-06-27,Holger Rune,Hubert Hurkacz,16,18,0.66,0.76,0-4,Grass,Windy,Hubert Hurkacz
2022-07-09,Jannik Sinner,Taylor Fritz,16,15,0.58,0.5,3-3,Grass,Sunny,Jannik Sinner
2022-06-21,Taylor Fritz,Novak Djokovic,8,18,0.78,0.56,2-4,Grass,Cloudy,Novak Djokovic
2022-07-11,Daniil Medvedev,Hubert Hurkacz,2,12,0.51,0.71,0-1,Grass,Sunny,Hubert Hurkacz
2022-07-03,Taylor Fritz,Hubert Hurkacz,10,11,0.6,0.63,0-0,Grass,Sunny,Hubert Hurkacz
2022-07-20,Daniil Medvedev,Hubert Hurkacz,10,20,0.68,0.57,5-5,Grass,Cloudy,Daniil Medvedev
2022-07-01,Holger Rune,Taylor Fritz,12,2,0.7,0.69,0-2,Grass,Rainy,Taylor Fritz
2022-06-24,Casper Ruud,Carlos Alcaraz,14,18,0.66,0.54,0-2,Grass,Windy,Carlos Alcaraz
2022-07-12,Carlos Alcaraz,Alexander Zverev,11,17,0.71,0.64,3-4,Grass,Cloudy,Alexander Zverev
2022-07-05,Jannik Sinner,Taylor Fritz,2,4,0.64,0.82,4-5,Grass,Sunny,Taylor Fritz
2022-07-06,Hubert Hurkacz,Taylor Fritz,10,14,0.6,0.69,4-2,Grass,Rainy,Hubert Hurkacz
2022-07-06,Taylor Fritz,Hubert Hurkacz,12,5,0.67,0.88,4-4,Grass,Windy,Hubert Hurkacz
2022-07-12,Hubert Hurkacz,Frances Tiafoe,16,16,0.57,0.56,1-4,Grass,Cloudy,Frances Tiafoe
2022-07-13,Alexander Zverev,Jannik Sinner,1,4,0.74,0.68,0-3,Grass,Sunny,Alexander Zverev
2022-07-07,Jannik Sinner,Taylor Fritz,14,14,0.69,0.45,0-2,Grass,Rainy,Taylor Fritz
2022-07-15,Frances Tiafoe,Jannik Sinner,1,7,0.63,0.57,5-2,Grass,Rainy,Frances Tiafoe
2022-06-23,Carlos Alcaraz,Alexander Zverev,10,17,0.75,0.75,4-2,Grass,Sunny,Carlos Alcaraz
2022-07-16,Frances Tiafoe,Stefanos Tsitsipas,11,13,0.63,0.6,5-4,Grass,Sunny,Frances Tiafoe
2022-07-15,Daniil Medvedev,Jannik Sinner,11,11,0.65,0.76,5-3,Grass,Windy,Daniil Medvedev
2022-07-18,Novak Djokovic,Frances Tiafoe,5,16,0.61,0.61,1-5,Grass,Windy,Frances Tiafoe
2022-07-08,Andrey Rublev,Stefanos Tsitsipas,15,14,0.7,0.66,5-0,Grass,Rainy,Andrey Rublev
2022-07-08,Hubert Hurkacz,Frances Tiafoe,11,18,0.66,0.67,4-0,Grass,Cloudy,Hubert Hurkacz
2022-06-30,Frances Tiafoe,Stefanos Tsitsipas,12,3,0.36,0.79,1-2,Grass,Sunny,Stefanos Tsitsipas
2022-06-25,Casper Ruud,Frances Tiafoe,18,6,0.5,0.51,4-4,Grass,Windy,Frances Tiafoe
2022-07-03,Taylor Fritz,Carlos Alcaraz,10,11,0.7,0.78,5-0,Grass,Rainy,Taylor Fritz
2022-07-06,Carlos Alcaraz,Holger Rune,8,12,0.66,0.73,3-2,Grass,Cloudy,Carlos Alcaraz
2022-07-04,Alexander Zverev,Daniil Medvedev,4,12,0.87,0.76,0-1,Grass,Sunny,Alexander Zverev
2022-07-19,Andrey Rublev,Novak Djokovic,16,17,0.75,0.65,1-1,Grass,Rainy,Andrey Rublev
2022-06-26,Holger Rune,Andrey Rublev,10,11,0.66,0.48,1-0,Grass,Cloudy,Holger Rune
2022-06-20,Hubert Hurkacz,Novak Djokovic,15,13,0.58,0.54,5-4,Grass,Sunny,Hubert Hurkacz
2022-06-23,Alexander Zverev,Novak Djokovic,20,3,0.77,0.7,2-3,Grass,Sunny,Novak Djokovic
2022-06-30,Andrey Rublev,Frances Tiafoe,10,1,0.66,0.8,4-2,Grass,Cloudy,Frances Tiafoe
2022-07-11,Jannik Sinner,Hubert Hurkacz,10,9,0.65,0.83,4-2,Grass,Windy,Jannik Sinner
2022-07-20,Carlos Alcaraz,Alexander Zverev,5,6,0.64,0.71,2-0,Grass,Sunny,Carlos Alcaraz
2022-07-07,Taylor Fritz,Andrey Rublev,17,4,0.51,0.58,1-4,Grass,Rainy,Andrey Rublev
2022-06-22,Stefanos Tsitsipas,Alexander Zverev,5,10,0.64,0.65,4-1,Grass,Cloudy,Stefanos Tsitsipas
2022-06-20,Alexander Zverev,Taylor Fritz,11,18,0.6,0.5,3-0,Grass,Cloudy,Alexander Zverev
2022-07-03,Holger Rune,Frances Tiafoe,2,4,0.59,0.7,3-0,Grass,Sunny,Holger Rune
2022-07-09,Casper Ruud,Daniil Medvedev,20,19,0.4,0.64,5-5,Grass,Windy,Daniil Medvedev
2022-07-19,Stefanos Tsitsipas,Alexander Zverev,11,7,0.65,0.53,5-5,Grass,Sunny,Stefanos Tsitsipas
2022-07-04,Holger Rune,Taylor Fritz,5,3,0.67,0.64,5-3,Grass,Sunny,Holger Rune
2022-07-17,Alexander Zverev,Frances Tiafoe,15,16,0.63,0.72,1-1,Grass,Cloudy,Frances Tiafoe
2022-07-15,Taylor Fritz,Alexander Zverev,12,13,0.44,0.63,1-5,Grass,Rainy,Alexander Zverev
2022-07-01,Stefanos Tsitsipas,Holger Rune,16,1,0.57,0.81,0-3,Grass,Sunny,Holger Rune
2022-07-06,Holger Rune,Hubert Hurkacz,6,10,0.71,0.57,2-4,Grass,Cloudy,Hubert Hurkacz
2022-07-15,Carlos Alcaraz,Casper Ruud,4,11,0.68,0.56,4-5,Grass,Sunny,Carlos Alcaraz
2022-07-09,Alexander Zverev,Andrey Rublev,15,13,0.71,0.62,4-3,Grass,Cloudy,Alexander Zverev
2022-06-26,Jannik Sinner,Andrey Rublev,6,16,0.88,0.58,3-0,Grass,Rainy,Jannik Sinner
2022-06-25,Hubert Hurkacz,Taylor Fritz,14,14,0.54,0.46,4-2,Grass,Cloudy,Hubert Hurkacz
2022-06-30,Frances Tiafoe,Hubert Hurkacz,3,19,0.54,0.4,3-0,Grass,Windy,Frances Tiafoe
2022-07-09,Andrey Rublev,Carlos Alcaraz,15,6,0.63,0.74,2-3,Grass,Sunny,Carlos Alcaraz
2022-06-22,Carlos Alcaraz,Frances Tiafoe,20,13,0.39,0.71,2-3,Grass,Sunny,Frances Tiafoe
2022-07-04,Jannik Sinner,Daniil Medvedev,19,1,0.51,0.75,1-5,Grass,Cloudy,Daniil Medvedev
2022-06-26,Andrey Rublev,Alexander Zverev,13,20,0.78,0.64,4-3,Grass,Cloudy,Andrey Rublev
2022-07-12,Frances Tiafoe,Stefanos Tsitsipas,10,19,0.62,0.47,5-2,Grass,Windy,Frances Tiafoe
